"human" "cell_type1"
"human1_lib3.final_cell_0641" 1 "schwann"
"human1_lib3.final_cell_0642" 1 "beta"
"human1_lib3.final_cell_0643" 1 "beta"
"human1_lib3.final_cell_0644" 1 "beta"
"human1_lib3.final_cell_0645" 1 "beta"
"human1_lib3.final_cell_0646" 1 "beta"
"human1_lib3.final_cell_0647" 1 "beta"
"human1_lib3.final_cell_0648" 1 "beta"
"human1_lib3.final_cell_0649" 1 "endothelial"
"human1_lib3.final_cell_0650" 1 "ductal"
"human1_lib3.final_cell_0651" 1 "beta"
"human1_lib3.final_cell_0652" 1 "beta"
"human1_lib3.final_cell_0653" 1 "beta"
"human1_lib3.final_cell_0654" 1 "beta"
"human1_lib3.final_cell_0655" 1 "alpha"
"human1_lib3.final_cell_0656" 1 "quiescent_stellate"
"human1_lib3.final_cell_0657" 1 "quiescent_stellate"
"human1_lib3.final_cell_0658" 1 "beta"
"human1_lib3.final_cell_0659" 1 "beta"
"human1_lib3.final_cell_0660" 1 "alpha"
"human1_lib3.final_cell_0661" 1 "ductal"
"human1_lib3.final_cell_0662" 1 "quiescent_stellate"
"human1_lib3.final_cell_0663" 1 "beta"
"human1_lib3.final_cell_0664" 1 "endothelial"
"human1_lib3.final_cell_0665" 1 "delta"
"human1_lib3.final_cell_0666" 1 "beta"
"human1_lib3.final_cell_0667" 1 "beta"
"human1_lib3.final_cell_0668" 1 "alpha"
"human1_lib3.final_cell_0669" 1 "beta"
"human1_lib3.final_cell_0670" 1 "beta"
"human1_lib3.final_cell_0671" 1 "endothelial"
"human1_lib3.final_cell_0672" 1 "beta"
"human1_lib3.final_cell_0673" 1 "endothelial"
"human1_lib3.final_cell_0674" 1 "alpha"
"human1_lib3.final_cell_0675" 1 "quiescent_stellate"
"human1_lib3.final_cell_0676" 1 "endothelial"
"human1_lib3.final_cell_0677" 1 "alpha"
"human1_lib3.final_cell_0678" 1 "alpha"
"human1_lib3.final_cell_0679" 1 "ductal"
"human1_lib3.final_cell_0680" 1 "quiescent_stellate"
"human1_lib3.final_cell_0681" 1 "endothelial"
"human1_lib3.final_cell_0682" 1 "beta"
"human1_lib3.final_cell_0683" 1 "gamma"
"human1_lib3.final_cell_0684" 1 "epsilon"
"human1_lib3.final_cell_0685" 1 "activated_stellate"
"human1_lib3.final_cell_0686" 1 "alpha"
"human1_lib3.final_cell_0687" 1 "activated_stellate"
"human1_lib3.final_cell_0688" 1 "beta"
"human1_lib3.final_cell_0689" 1 "beta"
"human1_lib3.final_cell_0690" 1 "mast"
"human1_lib3.final_cell_0691" 1 "activated_stellate"
"human1_lib3.final_cell_0692" 1 "epsilon"
"human1_lib3.final_cell_0693" 1 "quiescent_stellate"
"human1_lib3.final_cell_0694" 1 "endothelial"
"human1_lib3.final_cell_0695" 1 "gamma"
"human1_lib3.final_cell_0696" 1 "beta"
"human1_lib3.final_cell_0697" 1 "quiescent_stellate"
"human1_lib3.final_cell_0698" 1 "quiescent_stellate"
"human1_lib3.final_cell_0699" 1 "alpha"
"human1_lib3.final_cell_0700" 1 "beta"
"human1_lib3.final_cell_0701" 1 "beta"
"human1_lib3.final_cell_0702" 1 "beta"
"human1_lib3.final_cell_0703" 1 "beta"
"human1_lib3.final_cell_0704" 1 "t_cell"
"human1_lib3.final_cell_0705" 1 "beta"
"human1_lib3.final_cell_0706" 1 "beta"
"human1_lib3.final_cell_0707" 1 "beta"
"human1_lib3.final_cell_0708" 1 "alpha"
"human1_lib3.final_cell_0709" 1 "beta"
"human1_lib3.final_cell_0710" 1 "endothelial"
"human1_lib3.final_cell_0711" 1 "endothelial"
"human1_lib3.final_cell_0712" 1 "mast"
"human1_lib3.final_cell_0713" 1 "beta"
"human1_lib3.final_cell_0714" 1 "quiescent_stellate"
"human1_lib3.final_cell_0715" 1 "beta"
"human1_lib3.final_cell_0716" 1 "beta"
"human1_lib3.final_cell_0717" 1 "beta"
"human1_lib3.final_cell_0718" 1 "beta"
"human1_lib3.final_cell_0719" 1 "beta"
"human1_lib3.final_cell_0720" 1 "endothelial"
"human1_lib3.final_cell_0721" 1 "t_cell"
"human1_lib3.final_cell_0722" 1 "ductal"
"human1_lib3.final_cell_0723" 1 "quiescent_stellate"
"human1_lib3.final_cell_0724" 1 "beta"
"human1_lib3.final_cell_0725" 1 "beta"
"human1_lib3.final_cell_0726" 1 "quiescent_stellate"
"human1_lib3.final_cell_0727" 1 "quiescent_stellate"
"human1_lib3.final_cell_0728" 1 "quiescent_stellate"
"human1_lib3.final_cell_0729" 1 "beta"
"human1_lib3.final_cell_0730" 1 "beta"
"human1_lib3.final_cell_0731" 1 "alpha"
"human1_lib3.final_cell_0732" 1 "beta"
"human1_lib3.final_cell_0733" 1 "beta"
"human1_lib3.final_cell_0734" 1 "beta"
"human1_lib3.final_cell_0735" 1 "alpha"
"human1_lib3.final_cell_0736" 1 "endothelial"
"human1_lib3.final_cell_0737" 1 "beta"
"human1_lib3.final_cell_0738" 1 "endothelial"
"human1_lib3.final_cell_0739" 1 "beta"
"human1_lib3.final_cell_0740" 1 "quiescent_stellate"
"human2_lib1.final_cell_0001" 2 "delta"
"human2_lib1.final_cell_0002" 2 "delta"
"human2_lib1.final_cell_0003" 2 "alpha"
"human2_lib1.final_cell_0004" 2 "delta"
"human2_lib1.final_cell_0005" 2 "delta"
"human2_lib1.final_cell_0006" 2 "delta"
"human2_lib1.final_cell_0007" 2 "delta"
"human2_lib1.final_cell_0008" 2 "delta"
"human2_lib1.final_cell_0009" 2 "activated_stellate"
"human2_lib1.final_cell_0010" 2 "ductal"
"human2_lib1.final_cell_0011" 2 "delta"
"human2_lib1.final_cell_0012" 2 "delta"
"human2_lib1.final_cell_0013" 2 "alpha"
"human2_lib1.final_cell_0014" 2 "delta"
"human2_lib1.final_cell_0015" 2 "alpha"
"human2_lib1.final_cell_0016" 2 "alpha"
"human2_lib1.final_cell_0017" 2 "beta"
"human2_lib1.final_cell_0018" 2 "ductal"
"human2_lib1.final_cell_0019" 2 "alpha"
"human2_lib1.final_cell_0020" 2 "alpha"
"human2_lib1.final_cell_0021" 2 "ductal"
"human2_lib1.final_cell_0022" 2 "alpha"
"human2_lib1.final_cell_0023" 2 "alpha"
"human2_lib1.final_cell_0024" 2 "delta"
"human2_lib1.final_cell_0025" 2 "ductal"
"human2_lib1.final_cell_0026" 2 "alpha"
"human2_lib1.final_cell_0027" 2 "delta"
"human2_lib1.final_cell_0028" 2 "ductal"
"human2_lib1.final_cell_0029" 2 "ductal"
"human2_lib1.final_cell_0030" 2 "ductal"
"human2_lib1.final_cell_0031" 2 "activated_stellate"
"human2_lib1.final_cell_0032" 2 "ductal"
"human2_lib1.final_cell_0033" 2 "alpha"
"human2_lib1.final_cell_0034" 2 "delta"
"human2_lib1.final_cell_0035" 2 "delta"
"human2_lib1.final_cell_0036" 2 "delta"
"human2_lib1.final_cell_0037" 2 "alpha"
"human2_lib1.final_cell_0038" 2 "ductal"
"human2_lib1.final_cell_0039" 2 "alpha"
"human2_lib1.final_cell_0040" 2 "macrophage"
"human2_lib1.final_cell_0041" 2 "alpha"
"human2_lib1.final_cell_0042" 2 "delta"
"human2_lib1.final_cell_0043" 2 "ductal"
"human2_lib1.final_cell_0044" 2 "delta"
"human2_lib1.final_cell_0045" 2 "alpha"
"human2_lib1.final_cell_0046" 2 "alpha"
"human2_lib1.final_cell_0047" 2 "alpha"
"human2_lib1.final_cell_0048" 2 "alpha"
"human2_lib1.final_cell_0049" 2 "ductal"
"human2_lib1.final_cell_0050" 2 "activated_stellate"
"human2_lib1.final_cell_0051" 2 "ductal"
"human2_lib1.final_cell_0052" 2 "alpha"
"human2_lib1.final_cell_0053" 2 "quiescent_stellate"
"human2_lib1.final_cell_0054" 2 "beta"
"human2_lib1.final_cell_0055" 2 "alpha"
"human2_lib1.final_cell_0056" 2 "beta"
"human2_lib1.final_cell_0057" 2 "beta"
"human2_lib1.final_cell_0058" 2 "beta"
"human2_lib1.final_cell_0059" 2 "alpha"
"human2_lib1.final_cell_0060" 2 "delta"
"human2_lib1.final_cell_0061" 2 "delta"
"human2_lib1.final_cell_0062" 2 "alpha"
"human2_lib1.final_cell_0063" 2 "beta"
"human2_lib1.final_cell_0064" 2 "alpha"
"human2_lib1.final_cell_0065" 2 "alpha"
"human2_lib1.final_cell_0066" 2 "alpha"
"human2_lib1.final_cell_0067" 2 "ductal"
"human2_lib1.final_cell_0068" 2 "beta"
"human2_lib1.final_cell_0069" 2 "ductal"
"human2_lib1.final_cell_0070" 2 "activated_stellate"
"human2_lib1.final_cell_0071" 2 "ductal"
"human2_lib1.final_cell_0072" 2 "alpha"
"human2_lib1.final_cell_0073" 2 "beta"
"human2_lib1.final_cell_0074" 2 "ductal"
"human2_lib1.final_cell_0075" 2 "alpha"
"human2_lib1.final_cell_0076" 2 "beta"
"human2_lib1.final_cell_0077" 2 "alpha"
"human2_lib1.final_cell_0078" 2 "ductal"
"human2_lib1.final_cell_0079" 2 "alpha"
"human2_lib1.final_cell_0080" 2 "beta"
"human2_lib1.final_cell_0081" 2 "alpha"
"human2_lib1.final_cell_0082" 2 "ductal"
"human2_lib1.final_cell_0083" 2 "ductal"
"human2_lib1.final_cell_0084" 2 "alpha"
"human2_lib1.final_cell_0085" 2 "alpha"
"human2_lib1.final_cell_0086" 2 "ductal"
"human2_lib1.final_cell_0087" 2 "alpha"
"human2_lib1.final_cell_0088" 2 "alpha"
"human2_lib1.final_cell_0089" 2 "alpha"
"human2_lib1.final_cell_0090" 2 "beta"
"human2_lib1.final_cell_0091" 2 "alpha"
"human2_lib1.final_cell_0092" 2 "beta"
"human2_lib1.final_cell_0093" 2 "alpha"
"human2_lib1.final_cell_0094" 2 "ductal"
"human2_lib1.final_cell_0095" 2 "delta"
"human2_lib1.final_cell_0096" 2 "gamma"
"human2_lib1.final_cell_0097" 2 "alpha"
"human2_lib1.final_cell_0098" 2 "ductal"
"human2_lib1.final_cell_0099" 2 "alpha"
"human2_lib1.final_cell_0100" 2 "beta"
"human2_lib1.final_cell_0101" 2 "beta"
"human2_lib1.final_cell_0102" 2 "gamma"
"human2_lib1.final_cell_0103" 2 "alpha"
"human2_lib1.final_cell_0104" 2 "delta"
"human2_lib1.final_cell_0105" 2 "beta"
"human2_lib1.final_cell_0106" 2 "alpha"
"human2_lib1.final_cell_0107" 2 "beta"
"human2_lib1.final_cell_0108" 2 "alpha"
"human2_lib1.final_cell_0109" 2 "alpha"
"human2_lib1.final_cell_0110" 2 "alpha"
"human2_lib1.final_cell_0111" 2 "beta"
"human2_lib1.final_cell_0112" 2 "ductal"
"human2_lib1.final_cell_0113" 2 "ductal"
"human2_lib1.final_cell_0114" 2 "alpha"
"human2_lib1.final_cell_0115" 2 "beta"
"human2_lib1.final_cell_0116" 2 "alpha"
"human2_lib1.final_cell_0117" 2 "ductal"
"human2_lib1.final_cell_0118" 2 "alpha"
"human2_lib1.final_cell_0119" 2 "beta"
"human2_lib1.final_cell_0120" 2 "alpha"
"human2_lib1.final_cell_0121" 2 "ductal"
"human2_lib1.final_cell_0122" 2 "alpha"
"human2_lib1.final_cell_0123" 2 "delta"
"human2_lib1.final_cell_0124" 2 "beta"
"human2_lib1.final_cell_0125" 2 "ductal"
"human2_lib1.final_cell_0126" 2 "beta"
"human2_lib1.final_cell_0127" 2 "alpha"
"human2_lib1.final_cell_0128" 2 "beta"
"human2_lib1.final_cell_0129" 2 "ductal"
"human2_lib1.final_cell_0130" 2 "alpha"
"human2_lib1.final_cell_0131" 2 "alpha"
"human2_lib1.final_cell_0132" 2 "alpha"
"human2_lib1.final_cell_0133" 2 "alpha"
"human2_lib1.final_cell_0134" 2 "ductal"
"human2_lib1.final_cell_0135" 2 "alpha"
"human2_lib1.final_cell_0136" 2 "ductal"
"human2_lib1.final_cell_0137" 2 "beta"
"human2_lib1.final_cell_0138" 2 "ductal"
"human2_lib1.final_cell_0139" 2 "beta"
"human2_lib1.final_cell_0140" 2 "alpha"
"human2_lib1.final_cell_0141" 2 "beta"
"human2_lib1.final_cell_0142" 2 "alpha"
"human2_lib1.final_cell_0143" 2 "activated_stellate"
"human2_lib1.final_cell_0144" 2 "alpha"
"human2_lib1.final_cell_0145" 2 "beta"
"human2_lib1.final_cell_0146" 2 "alpha"
"human2_lib1.final_cell_0147" 2 "alpha"
"human2_lib1.final_cell_0148" 2 "alpha"
"human2_lib1.final_cell_0149" 2 "alpha"
"human2_lib1.final_cell_0150" 2 "beta"
"human2_lib1.final_cell_0151" 2 "ductal"
"human2_lib1.final_cell_0152" 2 "activated_stellate"
"human2_lib1.final_cell_0153" 2 "alpha"
"human2_lib1.final_cell_0154" 2 "alpha"
"human2_lib1.final_cell_0155" 2 "ductal"
"human2_lib1.final_cell_0156" 2 "delta"
"human2_lib1.final_cell_0157" 2 "alpha"
"human2_lib1.final_cell_0158" 2 "alpha"
"human2_lib1.final_cell_0159" 2 "ductal"
"human2_lib1.final_cell_0160" 2 "ductal"
"human2_lib1.final_cell_0161" 2 "alpha"
"human2_lib1.final_cell_0162" 2 "alpha"
"human2_lib1.final_cell_0163" 2 "alpha"
"human2_lib1.final_cell_0164" 2 "alpha"
"human2_lib1.final_cell_0165" 2 "activated_stellate"
"human2_lib1.final_cell_0166" 2 "alpha"
"human2_lib1.final_cell_0167" 2 "macrophage"
"human2_lib1.final_cell_0168" 2 "alpha"
"human2_lib1.final_cell_0169" 2 "delta"
"human2_lib1.final_cell_0170" 2 "alpha"
"human2_lib1.final_cell_0171" 2 "activated_stellate"
"human2_lib1.final_cell_0172" 2 "alpha"
"human2_lib1.final_cell_0173" 2 "delta"
"human2_lib1.final_cell_0174" 2 "alpha"
"human2_lib1.final_cell_0175" 2 "alpha"
"human2_lib1.final_cell_0176" 2 "alpha"
"human2_lib1.final_cell_0177" 2 "ductal"
"human2_lib1.final_cell_0178" 2 "alpha"
"human2_lib1.final_cell_0179" 2 "alpha"
"human2_lib1.final_cell_0180" 2 "alpha"
"human2_lib1.final_cell_0181" 2 "ductal"
"human2_lib1.final_cell_0182" 2 "beta"
"human2_lib1.final_cell_0183" 2 "beta"
"human2_lib1.final_cell_0184" 2 "alpha"
"human2_lib1.final_cell_0185" 2 "gamma"
"human2_lib1.final_cell_0186" 2 "ductal"
"human2_lib1.final_cell_0187" 2 "beta"
"human2_lib1.final_cell_0188" 2 "endothelial"
"human2_lib1.final_cell_0189" 2 "gamma"
"human2_lib1.final_cell_0190" 2 "ductal"
"human2_lib1.final_cell_0191" 2 "alpha"
"human2_lib1.final_cell_0192" 2 "ductal"
"human2_lib1.final_cell_0193" 2 "delta"
"human2_lib1.final_cell_0194" 2 "ductal"
"human2_lib1.final_cell_0195" 2 "beta"
"human2_lib1.final_cell_0196" 2 "beta"
"human2_lib1.final_cell_0197" 2 "endothelial"
"human2_lib1.final_cell_0198" 2 "beta"
"human2_lib1.final_cell_0199" 2 "alpha"
"human2_lib1.final_cell_0200" 2 "delta"
"human2_lib1.final_cell_0201" 2 "beta"
"human2_lib1.final_cell_0202" 2 "activated_stellate"
"human2_lib1.final_cell_0203" 2 "alpha"
"human2_lib1.final_cell_0204" 2 "beta"
"human2_lib1.final_cell_0205" 2 "ductal"
"human2_lib1.final_cell_0206" 2 "beta"
"human2_lib1.final_cell_0207" 2 "gamma"
"human2_lib1.final_cell_0208" 2 "alpha"
"human2_lib1.final_cell_0209" 2 "alpha"
"human2_lib1.final_cell_0210" 2 "alpha"
"human2_lib1.final_cell_0211" 2 "delta"
"human2_lib1.final_cell_0212" 2 "alpha"
"human2_lib1.final_cell_0213" 2 "ductal"
"human2_lib1.final_cell_0214" 2 "alpha"
"human2_lib1.final_cell_0215" 2 "beta"
"human2_lib1.final_cell_0216" 2 "endothelial"
"human2_lib1.final_cell_0217" 2 "activated_stellate"
"human2_lib1.final_cell_0218" 2 "alpha"
"human2_lib1.final_cell_0219" 2 "beta"
"human2_lib1.final_cell_0220" 2 "alpha"
"human2_lib1.final_cell_0221" 2 "alpha"
"human2_lib1.final_cell_0222" 2 "alpha"
"human2_lib1.final_cell_0223" 2 "beta"
"human2_lib1.final_cell_0224" 2 "beta"
"human2_lib1.final_cell_0225" 2 "alpha"
"human2_lib1.final_cell_0226" 2 "gamma"
"human2_lib1.final_cell_0227" 2 "beta"
"human2_lib1.final_cell_0228" 2 "alpha"
"human2_lib1.final_cell_0229" 2 "alpha"
"human2_lib1.final_cell_0230" 2 "alpha"
"human2_lib1.final_cell_0231" 2 "beta"
"human2_lib1.final_cell_0232" 2 "ductal"
"human2_lib1.final_cell_0233" 2 "beta"
"human2_lib1.final_cell_0234" 2 "activated_stellate"
"human2_lib1.final_cell_0235" 2 "alpha"
"human2_lib1.final_cell_0236" 2 "beta"
"human2_lib1.final_cell_0237" 2 "beta"
"human2_lib1.final_cell_0238" 2 "gamma"
"human2_lib1.final_cell_0239" 2 "alpha"
"human2_lib1.final_cell_0240" 2 "alpha"
"human2_lib1.final_cell_0241" 2 "alpha"
"human2_lib1.final_cell_0242" 2 "beta"
"human2_lib1.final_cell_0243" 2 "alpha"
"human2_lib1.final_cell_0244" 2 "endothelial"
"human2_lib1.final_cell_0245" 2 "alpha"
"human2_lib1.final_cell_0246" 2 "delta"
"human2_lib1.final_cell_0247" 2 "activated_stellate"
"human2_lib1.final_cell_0248" 2 "gamma"
"human2_lib1.final_cell_0249" 2 "beta"
"human2_lib1.final_cell_0250" 2 "alpha"
"human2_lib1.final_cell_0251" 2 "ductal"
"human2_lib1.final_cell_0252" 2 "beta"
"human2_lib1.final_cell_0253" 2 "gamma"
"human2_lib1.final_cell_0254" 2 "beta"
"human2_lib1.final_cell_0255" 2 "beta"
"human2_lib1.final_cell_0256" 2 "ductal"
"human2_lib1.final_cell_0257" 2 "ductal"
"human2_lib1.final_cell_0258" 2 "alpha"
"human2_lib1.final_cell_0259" 2 "beta"
"human2_lib1.final_cell_0260" 2 "beta"
"human2_lib1.final_cell_0261" 2 "ductal"
"human2_lib1.final_cell_0262" 2 "beta"
"human2_lib1.final_cell_0263" 2 "ductal"
"human2_lib1.final_cell_0264" 2 "alpha"
"human2_lib1.final_cell_0265" 2 "alpha"
"human2_lib1.final_cell_0266" 2 "activated_stellate"
"human2_lib1.final_cell_0267" 2 "delta"
"human2_lib1.final_cell_0268" 2 "alpha"
"human2_lib1.final_cell_0269" 2 "activated_stellate"
"human2_lib1.final_cell_0270" 2 "beta"
"human2_lib1.final_cell_0271" 2 "alpha"
"human2_lib1.final_cell_0272" 2 "delta"
"human2_lib1.final_cell_0273" 2 "beta"
"human2_lib1.final_cell_0274" 2 "beta"
"human2_lib1.final_cell_0275" 2 "delta"
"human2_lib1.final_cell_0276" 2 "ductal"
"human2_lib1.final_cell_0277" 2 "alpha"
"human2_lib1.final_cell_0278" 2 "delta"
"human2_lib1.final_cell_0279" 2 "alpha"
"human2_lib1.final_cell_0280" 2 "beta"
"human2_lib1.final_cell_0281" 2 "ductal"
"human2_lib1.final_cell_0282" 2 "beta"
"human2_lib1.final_cell_0283" 2 "endothelial"
"human2_lib1.final_cell_0284" 2 "ductal"
"human2_lib1.final_cell_0285" 2 "beta"
"human2_lib1.final_cell_0286" 2 "alpha"
"human2_lib1.final_cell_0287" 2 "activated_stellate"
"human2_lib1.final_cell_0288" 2 "beta"
"human2_lib1.final_cell_0289" 2 "alpha"
"human2_lib1.final_cell_0290" 2 "beta"
"human2_lib1.final_cell_0291" 2 "beta"
"human2_lib1.final_cell_0292" 2 "alpha"
"human2_lib1.final_cell_0293" 2 "beta"
"human2_lib1.final_cell_0294" 2 "alpha"
"human2_lib1.final_cell_0295" 2 "gamma"
"human2_lib1.final_cell_0296" 2 "beta"
"human2_lib1.final_cell_0297" 2 "ductal"
"human2_lib1.final_cell_0298" 2 "beta"
"human2_lib1.final_cell_0299" 2 "alpha"
"human2_lib1.final_cell_0300" 2 "alpha"
"human2_lib1.final_cell_0301" 2 "alpha"
"human2_lib1.final_cell_0302" 2 "alpha"
"human2_lib1.final_cell_0303" 2 "ductal"
"human2_lib1.final_cell_0304" 2 "beta"
"human2_lib1.final_cell_0305" 2 "alpha"
"human2_lib1.final_cell_0306" 2 "alpha"
"human2_lib1.final_cell_0307" 2 "ductal"
"human2_lib1.final_cell_0308" 2 "alpha"
"human2_lib1.final_cell_0309" 2 "ductal"
"human2_lib1.final_cell_0310" 2 "alpha"
"human2_lib1.final_cell_0311" 2 "alpha"
"human2_lib1.final_cell_0312" 2 "gamma"
"human2_lib1.final_cell_0313" 2 "ductal"
"human2_lib1.final_cell_0314" 2 "ductal"
"human2_lib1.final_cell_0315" 2 "alpha"
"human2_lib1.final_cell_0316" 2 "alpha"
"human2_lib1.final_cell_0317" 2 "ductal"
"human2_lib1.final_cell_0318" 2 "beta"
"human2_lib1.final_cell_0319" 2 "ductal"
"human2_lib1.final_cell_0320" 2 "alpha"
"human2_lib1.final_cell_0321" 2 "ductal"
"human2_lib1.final_cell_0322" 2 "alpha"
"human2_lib1.final_cell_0323" 2 "ductal"
"human2_lib1.final_cell_0324" 2 "beta"
"human2_lib1.final_cell_0325" 2 "beta"
"human2_lib1.final_cell_0326" 2 "beta"
"human2_lib1.final_cell_0327" 2 "ductal"
"human2_lib1.final_cell_0328" 2 "ductal"
"human2_lib1.final_cell_0329" 2 "alpha"
"human2_lib1.final_cell_0330" 2 "delta"
"human2_lib1.final_cell_0331" 2 "alpha"
"human2_lib1.final_cell_0332" 2 "beta"
"human2_lib1.final_cell_0333" 2 "beta"
"human2_lib1.final_cell_0334" 2 "endothelial"
"human2_lib1.final_cell_0335" 2 "alpha"
"human2_lib1.final_cell_0336" 2 "alpha"
"human2_lib1.final_cell_0337" 2 "alpha"
"human2_lib1.final_cell_0338" 2 "alpha"
"human2_lib1.final_cell_0339" 2 "alpha"
"human2_lib1.final_cell_0340" 2 "alpha"
"human2_lib1.final_cell_0341" 2 "ductal"
"human2_lib1.final_cell_0342" 2 "alpha"
"human2_lib1.final_cell_0343" 2 "alpha"
"human2_lib1.final_cell_0344" 2 "ductal"
"human2_lib1.final_cell_0345" 2 "alpha"
"human2_lib1.final_cell_0346" 2 "ductal"
"human2_lib1.final_cell_0347" 2 "ductal"
"human2_lib1.final_cell_0348" 2 "ductal"
"human2_lib1.final_cell_0349" 2 "alpha"
"human2_lib1.final_cell_0350" 2 "activated_stellate"
"human2_lib1.final_cell_0351" 2 "ductal"
"human2_lib1.final_cell_0352" 2 "alpha"
"human2_lib1.final_cell_0353" 2 "alpha"
"human2_lib1.final_cell_0354" 2 "beta"
"human2_lib1.final_cell_0355" 2 "delta"
"human2_lib1.final_cell_0356" 2 "alpha"
"human2_lib1.final_cell_0357" 2 "alpha"
"human2_lib1.final_cell_0358" 2 "ductal"
"human2_lib1.final_cell_0359" 2 "alpha"
"human2_lib1.final_cell_0360" 2 "alpha"
"human2_lib1.final_cell_0361" 2 "gamma"
"human2_lib1.final_cell_0362" 2 "ductal"
"human2_lib1.final_cell_0363" 2 "alpha"
"human2_lib1.final_cell_0364" 2 "delta"
"human2_lib1.final_cell_0365" 2 "endothelial"
"human2_lib1.final_cell_0366" 2 "beta"
"human2_lib1.final_cell_0367" 2 "alpha"
"human2_lib1.final_cell_0368" 2 "beta"
"human2_lib1.final_cell_0369" 2 "alpha"
"human2_lib1.final_cell_0370" 2 "alpha"
"human2_lib1.final_cell_0371" 2 "alpha"
"human2_lib1.final_cell_0372" 2 "gamma"
"human2_lib1.final_cell_0373" 2 "ductal"
"human2_lib1.final_cell_0374" 2 "alpha"
"human2_lib1.final_cell_0375" 2 "alpha"
"human2_lib1.final_cell_0376" 2 "gamma"
"human2_lib1.final_cell_0377" 2 "alpha"
"human2_lib1.final_cell_0378" 2 "quiescent_stellate"
"human2_lib1.final_cell_0379" 2 "beta"
"human2_lib1.final_cell_0380" 2 "ductal"
"human2_lib1.final_cell_0381" 2 "ductal"
"human2_lib1.final_cell_0382" 2 "beta"
"human2_lib1.final_cell_0383" 2 "alpha"
"human2_lib1.final_cell_0384" 2 "alpha"
"human2_lib1.final_cell_0385" 2 "alpha"
"human2_lib1.final_cell_0386" 2 "alpha"
"human2_lib1.final_cell_0387" 2 "alpha"
"human2_lib1.final_cell_0388" 2 "beta"
"human2_lib1.final_cell_0389" 2 "alpha"
"human2_lib1.final_cell_0390" 2 "beta"
"human2_lib1.final_cell_0391" 2 "ductal"
"human2_lib1.final_cell_0392" 2 "gamma"
"human2_lib1.final_cell_0393" 2 "beta"
"human2_lib1.final_cell_0394" 2 "activated_stellate"
"human2_lib1.final_cell_0395" 2 "ductal"
"human2_lib1.final_cell_0396" 2 "ductal"
"human2_lib1.final_cell_0397" 2 "alpha"
"human2_lib1.final_cell_0398" 2 "gamma"
"human2_lib1.final_cell_0399" 2 "epsilon"
"human2_lib1.final_cell_0400" 2 "alpha"
"human2_lib1.final_cell_0401" 2 "delta"
"human2_lib1.final_cell_0402" 2 "alpha"
"human2_lib1.final_cell_0403" 2 "ductal"
"human2_lib1.final_cell_0404" 2 "alpha"
"human2_lib1.final_cell_0405" 2 "beta"
"human2_lib1.final_cell_0406" 2 "activated_stellate"
"human2_lib1.final_cell_0407" 2 "gamma"
"human2_lib1.final_cell_0408" 2 "alpha"
"human2_lib1.final_cell_0409" 2 "alpha"
"human2_lib1.final_cell_0410" 2 "schwann"
"human2_lib1.final_cell_0411" 2 "ductal"
"human2_lib1.final_cell_0412" 2 "alpha"
"human2_lib1.final_cell_0413" 2 "alpha"
"human2_lib1.final_cell_0414" 2 "gamma"
"human2_lib1.final_cell_0415" 2 "alpha"
"human2_lib1.final_cell_0416" 2 "alpha"
"human2_lib1.final_cell_0417" 2 "alpha"
"human2_lib1.final_cell_0418" 2 "alpha"
"human2_lib1.final_cell_0419" 2 "alpha"
"human2_lib1.final_cell_0420" 2 "alpha"
"human2_lib1.final_cell_0421" 2 "beta"
"human2_lib1.final_cell_0422" 2 "macrophage"
"human2_lib1.final_cell_0423" 2 "ductal"
"human2_lib1.final_cell_0424" 2 "alpha"
"human2_lib1.final_cell_0425" 2 "alpha"
"human2_lib1.final_cell_0426" 2 "ductal"
"human2_lib1.final_cell_0427" 2 "alpha"
"human2_lib1.final_cell_0428" 2 "alpha"
"human2_lib1.final_cell_0429" 2 "alpha"
"human2_lib1.final_cell_0430" 2 "beta"
"human2_lib1.final_cell_0431" 2 "ductal"
"human2_lib1.final_cell_0432" 2 "gamma"
"human2_lib1.final_cell_0433" 2 "delta"
"human2_lib1.final_cell_0434" 2 "ductal"
"human2_lib1.final_cell_0435" 2 "delta"
"human2_lib1.final_cell_0436" 2 "beta"
